Id,Name,ComponentCode__c,Status__c,Category__c,ComponentDescription__c
a2I8H000000krFLUAY,G99,G99,Active,,HOISTWAY - OTHER
a2I8H000000krFMUAY,H01,H01,Active,Governor,GOVERNOR - OVERSPEED SWITCH (OS)
a2I8H000000krFNUAY,H02,H02,Active,Governor,GOVERNOR - BEARINGS
a2I8H000000krFOUAY,H03,H03,Active,Governor,GOVERNOR - SHEAVE
a2I8H000000krFPUAY,201,201,Active,,AFT SLAVE VEHICLE AFT BLOWER MOTOR TEMPERATURE HIG
a2I8H000000krFQUAY,202,202,Active,,AFT SLAVE VEHICLE AFT BLOWER OIL COOLING EQUIPMENT
a2I8H000000krFRUAY,203,203,Active,,AFT SLAVE VEHICLE AFT BLOWER PRESSURE SWITCH CK1 F
a2I8H000000krFSUAY,204,204,Active,,AFT SLAVE VEHICLE AFT BLOWER PRESSURE SWITCH CK2 F
a2I8H000000krFTUAY,205,205,Active,,AFT SLAVE VEHICLE AFT BLOWER OIL PLUMBING FAULT EA
a2I8H000000krFUUAY,206,206,Active,,AFT SLAVE VEHICLE AFT BLOWER FAULT EAST LANE
a2I8H000000krFVUAY,059,059,Active,,ALARM RECORDING SYSTEM ACTIVATED
a2I8H000000krFWUAY,060,060,Active,,FIRE CONCOURSE A EAST LANE
a2I8H000000krFXUAY,051,051,Active,,ATP HALTED WEST LANE
a2I8H000000krFYUAY,052,052,Active,,ATS HALTED WEST LANE
a2I8H000000krFZUAY,061,061,Active,,FIRE CONCOURSE A WEST LANE
a2I8H000000krFaUAI,062,062,Active,,FIRE AT TRAIN EAST LANE
a2I8H000000krFbUAI,063,063,Active,,FIRE AT TRAIN WEST LANE
a2I8H000000krFcUAI,064,064,Active,,MASTER VEHICLE SUSPENSION LOSS EAST LANE
a2I8H000000krFdUAI,035,035,Active,,GUIDEWAY CONTACTOR FAULT WEST LANE
a2I8H000000krFeUAI,036,036,Active,,TERMINAL OVERTRAVEL WEST LANE
a2I8H000000krFfUAI,223,223,Active,,FWD SLAVE VEHICLE FWD BLOWER PRESSURE SWITCH CK2 F
a2I8H000000krFgUAI,224,224,Active,,FWD SLAVE VEHICLE FWD BLOWER OIL PLUMBING FAULT WE
a2I8H000000krFhUAI,225,225,Active,,FWD SLAVE VEHICLE AFT BLOWER MOTOR TEMPERATURE HIG
a2I8H000000krFiUAI,226,226,Active,,FWD SLAVE VEHICLE AFT BLOWER OIL COOLING EQUIPMENT
a2I8H000000krFjUAI,227,227,Active,,FWD SLAVE VEHICLE AFT BLOWER PRESSURE SWITCH CK1 F
a2I8H000000krFkUAI,228,228,Active,,FWD SLAVE VEHICLE AFT BLOWER PRESSURE SWITCH CK2 F
a2I8H000000krFlUAI,229,229,Active,,FWD SLAVE VEHICLE AFT BLOWER OIL PLUMBING FAULT WE
a2I8H000000krFmUAI,230,230,Active,,FWD SLAVE VEHICLE AFT BLOWER FAULT WEST LANE
a2I8H000000krFnUAI,231,231,Active,,FWD SLAVE VEHICLE FWD BLOWER FAULT WEST LANE
a2I8H000000krFoUAI,232,232,Active,,AFT SLAVE VEHICLE FWD BLOWER MOTOR TEMPERATURE HIG
a2I8H000000krFpUAI,038,038,Active,,TRAIN OVERSPEED FAULT WEST LANE
a2I8H000000krFqUAI,039,039,Active,,MANUAL EMERGENCY STOP WEST LANE
a2I8H000000krFrUAI,040,040,Active,,DRIVE CONTACTOR FAULT WEST LANE
a2I8H000000krFsUAI,041,041,Active,,TENSION WEIGHT OVERTRAVEL FAULT WEST LANE
a2I8H000000krFtUAI,042,042,Active,,DEROPEMENT FAULT WEST LANE
a2I8H000000krFuUAI,043,043,Active,,CONVERTER CRITICAL FAULT WEST LANE
a2I8H000000krFvUAI,044,044,Active,,MOTOR CRITICAL FAULT WEST LANE
a2I8H000000krFwUAI,045,045,Active,,VEHICLE FAULT WEST LANE
a2I8H000000krFxUAI,046,046,Active,,BARRIER SAFETY FAULT WEST LANE
a2I8H000000krFyUAI,047,047,Active,,MOTOR NON CRITICAL FAULT WEST LANE
a2I8H000000krFzUAI,048,048,Active,,DOOR FAULT WEST LANE
a2I8H000000krG0UAI,022,022,Active,,FIRE TERMINAL 3 EAST LANE
a2I8H000000krG1UAI,D47,D47,Active,,CAR DOOR - LINKAGE
a2I8H000000krG2UAI,D48,D48,Active,Door Operator,CAR DOOR - PC BOARD
a2I8H000000krG3UAI,020,020,Active,,EARTHQUAKE NON CRITICAL FAULT EAST LANE
a2I8H000000krG4UAI,023,023,Active,,FIRE CONCOURSE B EAST LANE
a2I8H000000krG5UAI,024,024,Active,,CONVERTER NON CRITICAL FAULT EAST LANE
a2I8H000000krG6UAI,025,025,Active,,ATO HALTED EAST LANE
a2I8H000000krG7UAI,026,026,Active,,ATP HALTED EAST LANE
a2I8H000000krG8UAI,A42,A42,Active,,CAR CONTROLLER - READJUST CONTROLLER(TOTAL)
a2I8H000000krG9UAI,A43,A43,Active,,CAR CONTROLLER - READJUST CONTROLLER(PARTIAL)
a2I8H000000krGAUAY,A44,A44,Active,Car Controller,CAR CONTROLLER - READJUST DISPATCHING
a2I8H000000krGBUAY,A45,A45,Active,,CAR CONTROLLER - S.A.L.C.
a2I8H000000krGCUAY,A46,A46,Active,,CAR CONTROLLER - SOFTWARE
a2I8H000000krGDUAY,A47,A47,Active,Car Controller,REM
a2I8H000000krGEUAY,A48,A48,Active,Car Controller,CAR CONTROLLER - EMERGENCY RETURN UNIT (ERU)
a2I8H000000krGFUAY,A70,A70,Active,,CAR CONTROLLER - E401/E101 UPGRADE
a2I8H000000krGGUAY,L12,L12,Active,,SELECTOR - FLOOR CONTROLLER
a2I8H000000krGHUAY,L13,L13,Active,,SELECTOR - OVERSPEED LIMIT
a2I8H000000krGIUAY,L14,L14,Active,Selector / PPT,SELECTOR - PAWL MAGNET
a2I8H000000krGJUAY,A20,A20,Active,,CAR CONTROLLER - WRO OPERATION
a2I8H000000krGKUAY,L15,L15,Active,Selector / PPT,SELECTOR - BRUSH
a2I8H000000krGLUAY,L16,L16,Active,,SELECTOR - CIRCUIT
a2I8H000000krGMUAY,146,146,Active,,FWD SLAVE VEHICLE LEFT #2 DOOR NOT LOCKED WEST LAN
a2I8H000000krGNUAY,021,021,Active,,DOOR FAULT EAST LANE
a2I8H000000krGOUAY,L17,L17,Active,Selector / PPT,SELECTOR - RELAY
a2I8H000000krGPUAY,643,643,Active,,VEHICLE CABLE CLAMP
a2I8H000000krGQUAY,644,644,Active,,VEHICLE AIR PAD ASSEMBLY
a2I8H000000krGRUAY,645,645,Active,,VEHICLE CAB WIRING JUNCTION BOX ASSEMBLY
a2I8H000000krGSUAY,646,646,Active,,VEHICLE CHASSIS WIRING JUNCTION BOX ASSEMBLY
a2I8H000000krGTUAY,647,647,Active,,VEHICLE FLOOR JUNCTION BOX DOOR ASSEMBLY
a2I8H000000krGUUAY,648,648,Active,,VEHICLE BATTERY
a2I8H000000krGVUAY,649,649,Active,,VEHICLE AIR CONDITIONING
a2I8H000000krGWUAY,650,650,Active,,VEHICLE PASSENGER DISPLAY
a2I8H000000krGXUAY,651,651,Active,,VEHICLE DOOR OPERATOR
a2I8H000000krGYUAY,652,652,Active,,VEHICLE DOOR ASSEMBLY
a2I8H000000krGZUAY,653,653,Active,,VEHICLE DOOR OPTO COUPLER
a2I8H000000krGaUAI,654,654,Active,,VEHICLE LATERAL GUIDANCE ASSEMBLY
a2I8H000000krGbUAI,655,655,Active,,VEHICLE YAW ASSEMBLY
a2I8H000000krGcUAI,656,656,Active,,VEHICLE BUMPER SWITCH
a2I8H000000krGnUAI,X99,X99,Active,Not Equipment Related,CAR IN SERVICE / CHECKED OPERATION
a2I8H000000krGoUAI,Y81,Y81,Active,Not Equipment Related,NOT EQUIP. RELATED-CUSTOMER TRAVEL TIME
a2I8H000000krGpUAI,Y82,Y82,Active,Not Equipment Related,NOT EQUIP. RELATED - UNABLE TO GAIN ACCESS TO UNIT
a2I8H000000krGqUAI,Y83,Y83,Active,Not Equipment Related,NOT EQUIP RELATED-CAR OVERLOADED / PEOPLE JUMPING
a2I8H000000krGrUAI,Y84,Y84,Active,Not Equipment Related,NOT EQUIP RELATED-ALLOW CAR TOP-PIT ACCESS-RUN CAR
a2I8H000000krGsUAI,Y85,Y85,Active,Not Equipment Related,NOT EQUIPMENT RELATED - STANDBY
a2I8H000000krGtUAI,Y86,Y86,Active,Not Equipment Related,NOT EQUIPMENT RELATED - VANE BEHIND ROLLER
a2I8H000000krGuUAI,Y87,Y87,Active,Not Equipment Related,NOT EQUIPMENT RELATED - KEYS IN PIT
a2I8H000000krGvUAI,Y88,Y88,Active,Not Equipment Related,NOT EQUIPMENT RELATED - WATER IN PIT
a2I8H000000krGwUAI,N99,N99,Active,,MOTOR - OTHER
a2I8H000000krGxUAI,S40,S40,Active,,MAIN MACHINE - BRAKE SHOES
a2I8H000000krGyUAI,S41,S41,Active,,MAIN MACHINE - BRAKE SWITCH
a2I8H000000krGzUAI,S42,S42,Active,,MAIN MACHINE - BRUSH RIGGING
a2I8H000000krH0UAI,S43,S43,Active,,MAIN MACHINE - BUSHINGS
a2I8H000000krH1UAI,626,626,Active,,VEHICLE HVAC CONTROL PANEL ASSEMBLY
a2I8H000000krH2UAI,E04,E04,Active,Car Equipment,CAR - EMERGENCY EXIT SWITCH
a2I8H000000krH3UAI,E05,E05,Active,Car Equipment,CAR - INSPECTION SWITCH
a2I8H000000krH4UAI,E06,E06,Active,,CAR - CAR ON INDEPENDENT SERVICE
a2I8H000000krH5UAI,627,627,Active,,VEHICLE HVAC FAN CB ASSEMBLY
a2I8H000000krH6UAI,628,628,Active,,VEHICLE MAIN CB PANEL
a2I8H000000krH7UAI,629,629,Active,,VEHICLE BLOWER SOFT START ASSEMBLY
a2I8H000000krH8UAI,630,630,Active,,VEHICLE CONTROL VOLT UNIT
a2I8H000000krH9UAI,631,631,Active,,VEHICLE BLOWER
a2I8H000000krHAUAY,632,632,Active,,VEHICLE SIGNALLING UNIT
a2I8H000000krHBUAY,633,633,Active,,VEHICLE DOOR CONTROL RELAY DRIVERS
a2I8H000000krHCUAY,634,634,Active,,VEHICLE DUMP VALVE JUNCTION BOX-OUT
a2I8H000000krHDUAY,635,635,Active,,VEHICLE DUMP VALVE JUNCTION BOX-INNER
a2I8H000000krHEUAY,636,636,Active,,VEHICLE AFT TERMINAL PANEL ASSEMBLY
a2I8H000000krHFUAY,637,637,Active,,VEHICLE AFT TERMINAL PANEL-MANULA CONTROL PANEL
a2I8H000000krHGUAY,638,638,Active,,VEHICLE AFT TERMINAL PANEL-RELAY CONTROL PANEL
a2I8H000000krHHUAY,639,639,Active,,VEHICLE AFT TERMINAL PANEL-CIRCUIT BREAKER PANEL
a2I8H000000krHIUAY,640,640,Active,,VEHICLE AFT TERMINAL PANEL-INTER COMMUNICATION PAN
a2I8H000000krHJUAY,642,642,Active,,VEHICLE ROPE PIC
a2I8H000000krHKUAY,M18,M18,Active,Generator,GENERATOR - MOTOR
a2I8H000000krHLUAY,H07,H07,Active,Governor,GOVERNOR - CAR ON SAFETIES
a2I8H000000krHMUAY,M16,M16,Active,Generator,GENERATOR - INTERPOLES
a2I8H000000krHNUAY,M17,M17,Active,Generator,GENERATOR - ISOLATION
a2I8H000000krHOUAY,M19,M19,Active,Generator,GENERATOR - ROTATING ELEMENT
a2I8H000000krHPUAY,M20,M20,Active,Generator,GENERATOR - WINDINGS
a2I8H000000krHQUAY,H10,H10,Active,,GOVERNOR - BUSHING
a2I8H000000krHRUAY,H11,H11,Active,Governor,GOVERNOR - CAM
a2I8H000000krHSUAY,H12,H12,Active,Governor,GOVERNOR - CONTACTS
a2I8H000000krHTUAY,H13,H13,Active,Governor,GOVERNOR - GEARS
a2I8H000000krHUUAY,H14,H14,Active,Governor,GOVERNOR - JAWS
a2I8H000000krHVUAY,H15,H15,Active,,GOVERNOR - REBUILD CAR GOVERNOR
a2I8H000000krHWUAY,H16,H16,Active,Governor,GOVERNOR - SHAFT
a2I8H000000krHXUAY,H17,H17,Active,Governor,GOVERNOR - SWITCHES
a2I8H000000krHYUAY,H04,H04,Active,Governor,GOVERNOR - BEARINGS - COUNTERWEIGHT GOVERNOR
a2I8H000000krHZUAY,H05,H05,Active,,GOVERNOR - SHEAVE - COUNTERWEIGHT GOVERNOR
a2I8H000000krHaUAI,H18,H18,Active,Governor,GOVERNOR PULL THRU
a2I8H000000krHbUAI,H19,H19,Active,Governor,GOVERNOR SPIN TEST
a2I8H000000krHcUAI,H99,H99,Active,,GOVERNOR - OTHER
a2I8H000000krHdUAI,J01,J01,Active,Hall Fixture,HALL FIXTURE - BUTTON
a2I8H000000krHeUAI,J02,J02,Active,Hall Fixture,HALL FIXTURE - HPI/ROTOMATIC DIAL
a2I8H000000krHfUAI,J03,J03,Active,Hall Fixture,HALL FIXTURE - LANTERN
a2I8H000000krHgUAI,J04,J04,Active,Hall Fixture,HALL FIXTURE - BUTTON PC BOARD
a2I8H000000krHhUAI,J05,J05,Active,,HALL FIXTURE - KEY SWITCH
a2I8H000000krHiUAI,J06,J06,Active,Hall Fixture,HALL FIXTURE - HALL POSITION INDICATOR PC BOARD
a2I8H000000krHjUAI,200,200,Active,,AFT SLAVE VEHICLE FWD BLOWER OIL PLUMBING FAULT EA
a2I8H000000krHkUAI,214,214,Active,,MASTER VEHICLE AFT BLOWER OIL COOLING EQUIPMENT FA
a2I8H000000krHlUAI,215,215,Active,,MASTER VEHICLE AFT BLOWER PRESSURE SWITCH CK1 FAUL
a2I8H000000krHmUAI,216,216,Active,,MASTER VEHICLE AFT BLOWER PRESSURE SWITCH CK2 FAUL
a2I8H000000krHnUAI,J08,J08,Active,,HALL FIXTURE - ROTOMATIC DIAL
a2I8H000000krHoUAI,J10,J10,Active,,HALL FIXTURE - CRT DISPLAY
a2I8H000000krHpUAI,J11,J11,Active,,HALL FIXTURE - FACE PLATE
a2I8H000000krHqUAI,L40,L40,Active,Selector / PPT,SELECTOR - GUIDES
a2I8H000000krHrUAI,L41,L41,Active,,SELECTOR - LEVELING CAM
a2I8H000000krHsUAI,L42,L42,Active,Selector / PPT,SELECTOR - PRIMARY POSITION TRANSDUCER
a2I8H000000krHtUAI,L43,L43,Active,,SELECTOR - REBUILD SELECTOR
a2I8H000000krHuUAI,L44,L44,Active,,SELECTOR - SHEAVE
a2I8H000000krHvUAI,R04,R04,Active,Gear Case,GEAR CASE - GEAR CASE / ADDED OIL
a2I8H000000krHwUAI,R05,R05,Active,Gear Case,GEAR CASE - COUPLING(MOTOR TO GEAR CASE)
a2I8H000000krHxUAI,R99,R99,Active,,GEAR CASE - OTHER
a2I8H000000krHyUAI,J12,J12,Active,,HALL FIXTURE - GONG
a2I8H000000krHzUAI,J13,J13,Active,,HALL FIXTURE - INTERCOM
a2I8H000000krI0UAI,J14,J14,Active,,HALL FIXTURE - SECURITY
a2I8H000000krI1UAI,J15,J15,Active,,HALL FIXTURE - STARTER PANEL
a2I8H000000krI2UAI,A01,A01,Active,Car Controller,CAR CONTROLLER - RELAY
a2I8H000000krI3UAI,657,657,Active,,VEHICLE E-STOP
a2I8H000000krI4UAI,658,658,Active,,VEHICLE WAYSIDE/VEHICLE COMMUNICATION EQUIPMENT
a2I8H000000krI5UAI,659,659,Active,,VEHICLE DIAGNOSTIC COMMUNICATION EQUIPMENT
a2I8H000000krI6UAI,A02,A02,Active,Car Controller,CAR CONTROLLER - RESISTOR
a2I8H000000krI7UAI,A03,A03,Active,,CAR CONTROLLER - RECTIFIER
a2I8H000000krI8UAI,A04,A04,Active,Car Controller,CAR CONTROLLER - OVERLOAD
a2I8H000000krI9UAI,A05,A05,Active,Car Controller,"CAR CONTROLLER - PC BOARD, PROCESSOR"
a2I8H000000krIAUAY,A06,A06,Active,Car Controller,CAR CONTROLLER - FUSE / BREAKER
a2I8H000000krIBUAY,A07,A07,Active,,CAR CONTROLLER - TRANSFORMER
a2I8H000000krICUAY,E15,E15,Active,,CAR - TOP OF CAR INSPECTION
a2I8H000000krIDUAY,641,641,Active,,VEHICLE POWER COIL ARM
a2I8H000000krIEUAY,E16,E16,Active,Car Equipment,CAR - TERMINAL MOTION SWITCH
a2I8H000000krIFUAY,E17,E17,Active,Car Equipment,CAR - CAR GUIDES
a2I8H000000krIVUAY,T25,T25,Active,,ESCALATOR - TRAILER ROLLER
a2I8H000000krIWUAY,T26,T26,Active,,ESCALATOR - TREAD
a2I8H000000krIXUAY,T27,T27,Active,,ESCALATOR - BALUSTRADE LIGHTS
a2I8H000000krIYUAY,T28,T28,Active,,ESCALATOR - BALUSTRADE LIGHTS
a2I8H000000krIZUAY,T29,T29,Active,,ESCALATOR - DEMARCATION LIGHTS
a2I8H000000krIaUAI,T30,T30,Active,,ESCALATOR - LANDING PLATE
a2I8H000000krIbUAI,T31,T31,Active,Escalator,ESCALATOR - SKIRT
a2I8H000000krIcUAI,T32,T32,Active,,ESCALATOR - SWITHCES
a2I8H000000krIdUAI,T33,T33,Active,Escalator,ESCALATOR - TENSION CARRIAGE
a2I8H000000krIeUAI,T34,T34,Active,Escalator,ESCALATOR - TRACK
a2I8H000000krIfUAI,T35,T35,Active,,ESCALATOR - BALUSTRADE
a2I8H000000krIgUAI,T36,T36,Active,,ESCALATOR - COUNTERSHAFT
a2I8H000000krIhUAI,T37,T37,Active,,ESCALATOR - DRIVE SPROCKET
a2I8H000000krJ9UAI,E18,E18,Active,,CAR - CAR TOP
a2I8H000000krJAUAY,E19,E19,Active,Car Equipment,PC SOFTWARE/REMOTE STATION & IO BOARD
a2I8H000000krJBUAY,E20,E20,Active,,CAR - COP POWER SUPPLY
a2I8H000000krJCUAY,E21,E21,Active,,CAR - CAB CONTROLLER POWER SUPPLY
a2I8H000000krJDUAY,E22,E22,Active,,CAR - CAB CONTROLLER POWER AMPLIFIER
a2I8H000000krJEUAY,E23,E23,Active,,CAR - CAB CONTROLLER PC BOARD
a2I8H000000krJFUAY,E24,E24,Active,,CAR - INFORMATION DISPLAY
a2I8H000000krJHUAY,E25,E25,Active,Car Equipment,CAR - SECONDARY POSITION TRANSDUCER (SPT)
a2I8H000000krJIUAY,E26,E26,Active,,CAR - POR(POWER ON RESET)
a2I8H000000krJQUAY,S27,S27,Active,Main Machine / Brake,MAIN MACHINE - ROPE GRIPPER
a2I8H000000krJRUAY,J16,J16,Active,Hall Fixture,HALL FIXTURE - SWITCHES
a2I8H000000krJSUAY,J99,J99,Active,,HALL FIXTURE - OTHER
a2I8H000000krJTUAY,S01,S01,Active,Main Machine / Brake,MAIN MACHINE - DRIVE SHEAVE
a2I8H000000krJUUAY,S30,S30,Active,,MAIN MACHINE - A-STAND
a2I8H000000krJVUAY,S31,S31,Active,,"MAIN MACHINE - BEARING, MOTOR"
a2I8H000000krJWUAY,S32,S32,Active,Main Machine / Brake,"MAIN MACHINE - BEARING, SHEAVE"
a2I8H000000krJXUAY,L45,L45,Active,,SELECTOR - SIGNAL DRIVE
a2I8H000000krJYUAY,L46,L46,Active,,SELECTOR - TRAVELING CABLE
a2I8H000000krJZUAY,S02,S02,Active,Main Machine / Brake,MAIN MACHINE - DRIVE SHEAVE INSERT
a2I8H000000krJaUAI,S03,S03,Active,Main Machine / Brake,MAIN MACHINE - BRAKE
a2I8H000000krJbUAI,J07,J07,Active,Hall Fixture,HALL FIXTURE - LANTERN PC BOARD
a2I8H000000krJcUAI,S33,S33,Active,Main Machine / Brake,"MAIN MACHINE - BEARING, THRUST"
a2I8H000000krJdUAI,S34,S34,Active,,MAIN MACHINE - BED RING
a2I8H000000krJeUAI,S35,S35,Active,,MAIN MACHINE - BLOWER
a2I8H000000krJfUAI,S36,S36,Active,Main Machine / Brake,MAIN MACHINE - BRAKE COIL
a2I8H000000krJgUAI,S04,S04,Active,,MAIN MACHINE - PRIMARY VELOCITY TRANSDUCER (PVT)
a2I8H000000krJhUAI,S37,S37,Active,Main Machine / Brake,MAIN MACHINE - BRAKE CORE
a2I8H000000krJiUAI,S05,S05,Active,,MAIN MACHINE - ADDED OIL
a2I8H000000krJjUAI,S06,S06,Active,,MAIN MACHINE - ARMATURE
a2I8H000000krJmUAI,S38,S38,Active,Main Machine / Brake,MAIN MACHINE - BRAKE LINING
a2I8H000000krJnUAI,183,183,Active,,MASTER VEHICLE FWD BLOWER FAULT EAST LANE
a2I8H000000krJoUAI,184,184,Active,,FWD SLAVE VEHICLE FWD BLOWER MOTOR TEMPERATURE HIG
a2I8H000000krJpUAI,185,185,Active,,FWD SLAVE VEHICLE FWD BLOWER OIL COOLING EQUIPMENT
a2I8H000000krJqUAI,186,186,Active,,FWD SLAVE VEHICLE FWD BLOWER PRESSURE SWITCH CK1 F
a2I8H000000krJrUAI,187,187,Active,,FWD SLAVE VEHICLE FWD BLOWER PRESSURE SWITCH CK2 F
a2I8H000000krJsUAI,188,188,Active,,FWD SLAVE VEHICLE FWD BLOWER OIL PLUMBING FAULT EA
a2I8H000000krJtUAI,168,168,Active,,AFT SLAVE VEHICLE RIGHT #3 DOOR NOT LOCKED EAST LA
a2I8H000000krJuUAI,189,189,Active,,FWD SLAVE VEHICLE AFT BLOWER MOTOR TEMPERATURE HIG
a2I8H000000krJvUAI,190,190,Active,,FWD SLAVE VEHICLE AFT BLOWER OIL COOLING EQUIPMENT
a2I8H000000krJwUAI,191,191,Active,,FWD SLAVE VEHICLE AFT BLOWER PRESSURE SWITCH CK1 F
a2I8H000000krJxUAI,181,181,Active,,MASTER VEHICLE AFT BLOWER OIL PLUMBING FAULT EAST
a2I8H000000krJyUAI,182,182,Active,,MASTER VEHICLE AFT BLOWER FAULT EAST LANE
a2I8H000000krJzUAI,192,192,Active,,FWD SLAVE VEHICLE AFT BLOWER PRESSURE SWITCH CK2 F
a2I8H000000krK0UAI,193,193,Active,,FWD SLAVE VEHICLE AFT BLOWER OIL PLUMBING FAULT EA
a2I8H000000krK1UAI,194,194,Active,,FWD SLAVE VEHICLE AFT BLOWER FAULT EAST LANE
a2I8H000000krK2UAI,195,195,Active,,FWD SLAVE VEHICLE FWD BLOWER FAULT EAST LANE
a2I8H000000krK3UAI,165,165,Active,,AFT SLAVE VEHICLE LEFT #3 DOOR NOT LOCKED EAST LAN
a2I8H000000krK4UAI,T38,T38,Active,,ESCALATOR - DRIVE CHAIN
a2I8H000000krK5UAI,T39,T39,Active,Escalator,ESCALATOR - GUARD
a2I8H000000krK6UAI,T40,T40,Active,,ESCALATOR - GUIDE
a2I8H000000krK7UAI,166,166,Active,,AFT SLAVE VEHICLE RIGHT #1 DOOR NOT LOCKED EAST LA
a2I8H000000krK8UAI,167,167,Active,,AFT SLAVE VEHICLE RIGHT #2 DOOR NOT LOCKED EAST LA
a2I8H000000krK9UAI,504,504,Active,,GUIDEWAY ROPE
a2I8H000000krKAUAY,505,505,Active,,GUIDEWAY SUPPORT SHEAVE
a2I8H000000krKBUAY,506,506,Active,,GUIDEWAY POWER RAIL
a2I8H000000krKCUAY,520,520,Active,,STATION DOOR OPTO COUPLER
a2I8H000000krKDUAY,521,521,Active,,STATION DOOR OPERATOR
a2I8H000000krKEUAY,522,522,Active,,STATION PROXIMITY SWITCH
a2I8H000000krKFUAY,523,523,Active,,STATION CONTROLLER
a2I8H000000krKGUAY,524,524,Active,,STATION PASSENGER DISPLAYS
a2I8H000000krKHUAY,525,525,Active,,STATION CCTV
a2I8H000000krKIUAY,526,526,Active,,STATION PA
a2I8H000000krKJUAY,527,527,Active,,STATION WAYSIDE COMMUNICATION
a2I8H000000krKKUAY,528,528,Active,,STATION UPS
a2I8H000000krKLUAY,540,540,Active,,TURNING SHEAVE PUSHDOWN SHEAVE
a2I8H000000krKMUAY,541,541,Active,,TURNING SHEAVE BUFFER
a2I8H000000krKNUAY,542,542,Active,,TURNING SHEAVE
a2I8H000000krKOUAY,543,543,Active,,TURNING SHEAVE ROPE OILER
a2I8H000000krKPUAY,550,550,Active,,MAINTENANCE AREA CLOSURE DOOR
a2I8H000000krKQUAY,S47,S47,Active,,MAIN MACHINE - DRUM
a2I8H000000krKRUAY,S48,S48,Active,,MAIN MACHINE - EXTERNAL GEARS
a2I8H000000krKSUAY,S49,S49,Active,Main Machine / Brake,MAIN MACHINE - GEAR
a2I8H000000krKTUAY,S50,S50,Active,Main Machine / Brake,MAIN MACHINE - GLAND PACKING
a2I8H000000krKUUAY,S51,S51,Active,,MAIN MACHINE - HEATER
a2I8H000000krKVUAY,T41,T41,Active,,ESCALATOR - IDLER SPROCKET
a2I8H000000krKWUAY,T42,T42,Active,Escalator,ESCALATOR - NEWEL
a2I8H000000krKXUAY,T43,T43,Active,Escalator,ESCALATOR - NEWEL BEARINGS
a2I8H000000krKYUAY,T44,T44,Active,,ESCALATOR - POLY V BELT
a2I8H000000krKZUAY,T45,T45,Active,,ESCALATOR - POLY V BELT PULLEY
a2I8H000000krKaUAI,T46,T46,Active,Escalator,ESCALATOR - ROLLERS
a2I8H000000krKbUAI,T47,T47,Active,,ESCALATOR - TACH GENERATOR
a2I8H000000krKcUAI,T48,T48,Active,Escalator,ESCALATOR - TENSION DEVICE
a2I8H000000krKdUAI,T49,T49,Active,,ESCALATOR - TENSION SHEAVE
a2I8H000000krKeUAI,T50,T50,Active,,ESCALATOR - TENSION SHEAVE BEARINGS
a2I8H000000krKfUAI,T51,T51,Active,Escalator,ESCALATOR - BEARINGS
a2I8H000000krKgUAI,T52,T52,Active,Escalator,ESCALATOR - CHAIN
a2I8H000000krKhUAI,T53,T53,Active,,ESCALATOR - DRIVE BELT
a2I8H000000krKiUAI,A21,A21,Active,,CAR CONTROLLER - DRIVE LOGIC UNIT
a2I8H000000krKjUAI,A22,A22,Active,,CAR CONTROLLER - OVERSPEED LIGHT
a2I8H000000krKkUAI,A23,A23,Active,,CAR CONTROLLER - CONTROLLER WIRING
a2I8H000000krKpUAI,E43,E43,Active,,CAR - FACE PLATE
a2I8H000000krKqUAI,E44,E44,Active,,CAR - FLOOR
a2I8H000000krKrUAI,E45,E45,Active,,CAR - FLOOR COVERING
a2I8H000000krKsUAI,E46,E46,Active,,CAR - HANDRAIL
a2I8H000000krKtUAI,E48,E48,Active,,CAR - INTERCOM
a2I8H000000krKuUAI,E49,E49,Active,,CAR - KEYLESS ENTRY
a2I8H000000krKvUAI,E50,E50,Active,,CAR - LAMP
a2I8H000000krKwUAI,E51,E51,Active,,CAR - LANTERN
a2I8H000000krKxUAI,E52,E52,Active,,CAR - LIGHT FIXTURE
a2I8H000000krKyUAI,E53,E53,Active,,CAR - LOCK
a2I8H000000krKzUAI,E54,E54,Active,,CAR - PC BOARD
a2I8H000000krL0UAI,E55,E55,Active,,CAR - SERVICE CABINET
a2I8H000000krL1UAI,E56,E56,Active,,CAR - SILL
a2I8H000000krL2UAI,E57,E57,Active,Car Equipment,CAR - TELEPHONE CABINET
a2I8H000000krL3UAI,E58,E58,Active,,CAR - ALARM BELL
a2I8H000000krL4UAI,E59,E59,Active,,CAR - BEARING
a2I8H000000krL5UAI,E60,E60,Active,,CAR - BLOWER
a2I8H000000krL6UAI,E47,E47,Active,,CAR - HANG-ON-PANELS
a2I8H000000krL7UAI,E61,E61,Active,,CAR - CAB CONTROLLER (E101)
a2I8H000000krL8UAI,E62,E62,Active,,CAR - CAM
a2I8H000000krL9UAI,E63,E63,Active,Car Equipment,CAR - EMERGENCY CAR LIGHTING
a2I8H000000krLAUAY,L35,L35,Active,,SELECTOR - CLUTCH DEVICE
a2I8H000000krLBUAY,L36,L36,Active,,SELECTOR - COIL
a2I8H000000krLCUAY,M12,M12,Active,,GENERATOR - BRUSH RIGGING
a2I8H000000krLDUAY,M13,M13,Active,,GENERATOR - COUPLINGS
a2I8H000000krLEUAY,M14,M14,Active,,GENERATOR - EXCITER BRUSH
